GROUP,_IND,_q0,_q1,_q2,_q3,_q4,_q5,_q6,_q7,_q8,_q9,_q10,_q11,_q12,_q13,_q14,_q15,_q16,_q17,_q18,_q19,_q20,_q21,_q22,_q23,_q24,_q25,_q26,_q27,_q28,_q29,_q30,_q31,_q32,_q33,_q34,_q35,_q36,_q37,_q38,_q39,_q40,_q41,_q42,_q43,_q44,_q45,_q46,_q47,_q48,_q49,_q50,_q51,_q52,_q53,_q54,_q55,_q56,_q57,_q58,_q59,_q60,_q61,_q62,_q63,_q64,_q65,_q66,_q67,_q68,_q69,_q70,_q71,_q72,_q73,_q74,_q75,_q76,_q77,_q78,_q79,_q80,_q81,_q82,_q83,_q84,_q85,_q86,_q87,_q88,_q89,_q90,_q91,_q92,_q93,_q94,_q95,_q96,_q97,_q98,_q99
0,0,280.41932,276.92080,273.81360,269.93704,264.86720,259.59805,255.34162,252.05856,251.31278,250.95693,249.32520,246.23987,240.28159,228.94246,212.38676,193.12977,171.73901,149.90833,129.81851,112.62298,98.69593,87.93095,79.82489,73.63617,68.99376,65.22012,61.99268,59.53685,57.49358,56.03172,55.07310,54.82970,55.26644,56.71175,59.38204,62.37445,66.07076,70.31501,74.89989,79.92570,84.87831,88.58597,90.24962,89.49336,87.01969,83.74969,80.16642,76.60850,72.68219,67.53915,62.11156,56.09715,50.21602,45.15106,40.76208,36.91394,33.89392,31.54435,29.60813,28.30342,27.31477,26.49585,25.95039,25.49453,25.22330,25.16257,25.11776,25.11795,25.16246,25.10795,24.90055,24.57450,24.14514,23.72121,23.23257,22.71019,22.10555,21.34850,20.72856,20.08874,19.62696,19.23158,19.06961,19.24165,19.49511,19.87717,20.35592,20.65533,20.57205,20.24842,19.77064,19.03156,18.15815,17.39712,16.61560,15.97028,15.29333,14.65428,14.27665,13.66735
0,0,453.22453,454.42098,453.66467,453.72812,452.36910,437.39047,411.17633,383.46107,360.01870,339.39438,323.28633,311.17889,302.20459,296.72862,294.05133,290.71260,286.21248,280.46658,270.96963,259.58904,247.00960,233.15205,218.97876,206.58606,196.18913,187.66987,180.73894,174.90796,170.55223,166.07043,161.04669,156.73581,153.61951,152.64634,153.66210,156.45170,161.12574,165.84620,169.41304,171.41830,171.93395,170.93768,166.94635,160.34820,151.96803,141.98146,131.89706,122.39505,113.68931,105.85047,98.92508,93.50540,88.98352,85.03060,82.19413,80.14624,78.56368,77.08177,75.44966,73.77838,72.39756,72.05292,73.13002,75.65489,80.02046,85.43378,91.28118,97.08697,102.03997,105.79889,107.76771,108.39247,108.91804,109.54565,110.27286,111.16151,111.44429,109.75905,106.67803,101.68856,95.22774,88.51606,81.25932,73.68260,66.65195,60.48071,54.63467,49.36613,45.02273,41.48443,38.47102,36.05606,33.94555,32.13246,30.69451,29.37625,27.65708,25.57841,23.45843,21.64406
0,0,348.17928,346.82734,343.22627,337.20946,331.07254,320.08398,297.71330,273.16891,247.91936,222.28380,198.99656,177.89586,158.80372,142.31903,127.68912,116.03669,106.26252,98.71099,92.75408,87.92922,83.76189,79.09214,73.35884,66.85549,60.39446,54.56746,50.04571,47.59697,47.88705,51.59386,59.30241,71.07294,87.73863,107.11034,128.93362,152.67170,176.14746,197.71928,214.65841,224.31293,224.76756,218.06463,205.12248,187.03199,166.80012,145.68234,123.76941,102.84502,83.57883,66.41945,52.01655,40.58472,31.67630,24.74645,19.63732,16.02171,13.65955,12.28666,11.63743,11.47384,11.56968,11.78756,12.01034,12.22465,12.32662,12.41343,12.45902,12.33450,12.15083,11.84583,11.50209,11.15114,10.85989,10.57900,10.31107,10.13942,9.96634,9.79599,9.66502,9.44798,9.23383,9.02311,8.74104,8.47774,8.22084,7.95040,7.67989,7.39724,7.14347,6.93243,6.69737,6.42572,6.18581,5.90911,5.64693,5.35586,5.03981,4.72656,4.39426,4.08396
0,0,455.05773,450.04345,443.73629,436.09461,427.03733,414.35621,387.64650,352.59810,319.44358,288.74442,260.75674,236.57602,216.37548,199.60277,185.87963,174.41935,164.27972,154.62226,144.89119,135.01877,125.66427,117.24646,110.09287,104.39041,99.71238,95.47149,91.57344,87.78370,83.50855,78.77025,74.03878,69.31018,64.67377,60.68307,57.01592,53.67092,50.75506,48.30794,46.38902,44.96374,43.92660,43.16201,42.70194,42.74840,43.07877,43.51499,43.98314,44.44691,44.90247,45.05286,44.88803,44.44326,43.56385,42.46474,41.18514,39.48871,37.34047,35.16921,33.04495,31.12636,29.54928,28.25133,27.11271,26.43126,25.94421,25.53244,25.42732,25.31187,25.30541,25.36478,25.37111,25.33119,25.07792,24.84756,24.54248,23.94321,23.26614,22.60662,21.91004,21.25047,20.77644,20.44177,20.21004,20.33282,20.68693,20.96359,21.56678,21.93336,22.04809,22.05559,21.67492,20.96843,19.69588,18.06412,16.45943,14.82986,13.13916,11.44490,9.87294,8.57777
0,0,842.46180,833.78793,831.20789,828.74332,824.73285,816.14655,780.41613,721.60264,663.79922,606.73675,556.22881,514.08241,489.53701,481.60942,488.92392,507.01445,530.75939,549.39546,556.43947,549.34419,524.72244,482.80949,427.96850,367.00893,307.59908,255.31618,215.14975,186.62200,170.99112,166.12163,169.21867,177.93343,189.89065,203.70323,217.12543,227.15599,232.85232,233.39544,227.70704,216.55071,198.63276,179.28456,162.87236,150.82243,143.69590,141.12754,141.40129,140.78615,136.98866,131.17989,122.27782,111.95859,102.22257,94.36322,85.35448,77.40328,71.59995,66.51146,62.84475,60.45297,59.69429,61.23760,65.47221,71.73489,79.51179,89.10267,100.37485,113.22700,127.99943,143.62447,159.99539,175.51789,185.37879,190.58550,191.57481,187.37954,181.28184,175.90831,172.25203,170.65393,168.33564,166.41138,167.31932,172.34861,182.21947,192.71784,202.99209,211.15985,216.94483,218.93467,215.91138,206.75420,189.10779,165.44781,139.53517,113.65396,90.58170,71.54109,57.19787,46.89367
1,0,539.23616,539.39527,537.65470,534.00695,528.98916,524.70918,522.70852,496.18149,435.40345,383.00998,338.15344,301.04538,273.11971,251.28780,235.89429,226.59985,221.17138,217.22482,214.00582,211.28416,208.09385,204.78948,203.57060,205.81074,208.28425,208.87709,208.29457,208.18948,209.02894,214.56428,227.25957,246.60058,271.34618,298.10300,322.14334,337.23201,338.43488,328.22033,306.88025,277.52382,246.13989,216.65483,192.56592,175.27227,165.10063,161.63004,161.73422,161.64113,157.91484,148.84506,135.21549,118.27506,100.48473,83.92043,69.31100,57.05867,47.29595,39.56964,33.59128,29.58259,26.41453,24.06438,22.58262,21.50104,20.87232,20.48668,20.23439,20.15112,20.16848,20.04048,20.10852,20.36057,20.41300,20.53017,20.81644,21.16280,21.42053,21.54029,21.53920,21.37991,21.00547,20.43634,19.79629,19.07077,18.23524,17.36563,16.57798,15.79896,14.92586,14.10247,13.40565,12.51386,11.66770,10.80136,9.84027,8.91196,7.83132,6.96866,6.43340,5.89530
1,0,217.75238,219.49753,218.47071,216.62437,214.45201,211.56888,207.95603,204.80304,198.43426,186.09525,172.39936,159.10210,146.92543,136.42104,128.20751,121.96186,117.32558,113.75918,110.91930,107.79931,104.43313,101.42716,98.36084,95.36239,92.69174,89.50589,86.44506,84.13339,83.06902,83.99028,87.10962,93.48689,104.94220,120.13939,137.27538,154.95678,171.85924,184.90639,191.27337,190.95731,182.93005,168.52099,150.54358,130.21565,109.55003,90.01551,72.71171,58.65074,48.72816,43.13394,41.61762,43.97952,50.04054,59.32046,70.86783,83.68647,96.00928,105.63660,112.92737,115.10709,111.48305,103.15642,91.11693,76.58877,61.23793,46.45009,33.15705,21.97549,13.15905,6.57311,3.11698,5.69741,7.00746,7.00502,6.10598,2.75088,5.31783,12.90987,22.47860,35.51888,50.79981,67.52167,84.80439,100.24358,113.12441,120.36963,122.44974,118.77743,109.23058,95.40887,79.02039,62.12995,46.36405,32.68586,21.51536,13.04088,7.25747,3.44677,1.52582,0.92026
1,0,869.84385,859.55920,852.76317,836.05049,802.00354,757.76643,717.64239,687.58317,667.60134,657.30589,653.48448,652.45784,651.50798,646.71916,633.35017,612.93211,586.39787,557.50183,531.49121,510.24678,494.82273,485.97767,481.10102,475.91457,469.27997,458.00820,443.72191,428.34163,410.84394,391.67206,366.57334,338.63692,312.77095,287.81044,265.32746,244.44628,223.96600,203.51544,182.80532,162.26402,143.71552,126.84439,110.61606,97.51465,86.94461,78.39306,71.71416,66.44194,62.20302,58.64719,55.41998,52.27388,49.09788,45.76102,42.36082,38.88016,35.38361,32.36103,30.28300,29.56659,30.83585,34.87955,42.35753,53.87284,70.06876,90.69468,114.88651,142.36008,170.51313,197.77817,223.27073,246.15285,267.53339,286.01820,299.97167,309.01969,312.69062,308.08778,297.77511,286.46479,273.21821,251.66186,230.46807,210.32514,189.02510,168.47426,149.48005,131.54373,115.66031,102.79776,92.14456,82.69720,74.10985,65.40093,55.94499,46.73251,38.63328,32.14966,27.70697,25.79359
1,0,812.03282,816.03520,813.39064,797.87533,772.68958,750.62851,736.82226,730.82451,734.69952,744.80041,755.55696,767.57832,779.49118,784.76846,791.20677,795.23975,790.53522,787.18517,781.42881,779.14923,771.97876,758.27032,740.85751,709.89351,672.24293,630.51181,588.19061,547.78435,509.31299,473.70946,440.83421,408.76545,380.54752,350.70184,312.75961,278.17327,246.22177,220.15665,202.29789,192.46193,189.54880,190.77874,193.90168,196.01202,194.92371,190.29275,183.86398,178.86257,177.71372,181.43720,190.44472,203.16145,216.43945,229.20791,240.56579,249.13461,254.92398,257.69093,255.72000,249.18748,239.96426,233.42997,226.05529,215.98143,212.33369,212.50399,216.41250,222.78994,230.28880,238.58612,246.02830,249.36473,249.96645,246.22950,237.06477,226.54627,218.04773,205.95945,198.16617,194.16310,191.50676,192.65452,196.13723,199.85843,202.59271,202.89517,200.67507,196.94010,191.77197,187.20410,184.24918,181.13213,176.80872,172.39733,167.96955,163.58833,159.43677,154.21006,147.14663,139.66818
1,0,230.40060,228.53997,226.42766,223.49361,222.04065,226.84043,238.16719,248.07217,255.81288,261.92780,267.55023,273.34203,277.63521,279.41487,281.95290,285.03015,287.68449,289.70478,290.78557,289.89173,285.34152,275.76446,261.79396,245.64109,229.35502,213.39482,197.15933,180.67296,162.42165,143.36601,123.79404,103.77308,84.88840,67.98545,53.94108,42.84832,34.40583,28.27408,24.08003,21.42440,19.99559,19.44121,19.66001,20.46936,21.63958,23.07915,24.76414,26.62217,28.43845,30.22773,32.05173,33.71413,35.01821,36.13756,36.90726,36.78660,35.49474,33.23238,30.32002,27.02053,23.82163,21.02945,19.22478,18.88402,20.28013,23.75057,29.67635,38.00241,48.20622,59.78515,72.08235,84.72778,97.09858,107.86465,118.28313,127.28794,134.15623,137.68162,136.93938,131.78550,120.06343,104.31033,86.94775,69.87846,54.42040,41.26440,30.76202,22.31779,16.55797,12.46727,9.55370,7.86441,6.83150,6.41287,6.40204,6.51961,6.69891,6.83323,6.73995,6.36148
1,0,849.96034,848.95386,845.28797,836.57169,821.39734,802.14497,785.53461,771.22398,750.70271,723.58547,690.33409,651.06102,606.86302,560.77588,512.92554,464.07689,416.31794,370.68309,328.24703,290.88623,259.78535,233.81372,212.18034,194.36180,179.93825,168.67704,160.74788,155.46376,151.77598,149.11232,147.36938,146.18529,145.02196,143.28570,140.26107,135.92018,130.40923,123.77387,116.31554,108.82783,101.42088,93.94598,87.18286,80.63656,74.46405,68.94518,63.21217,57.95277,53.38613,49.32435,45.95616,43.14132,40.84708,39.00070,37.36906,35.94375,34.61987,33.37318,32.32627,31.45234,30.67872,29.99938,29.44030,28.92320,28.44476,27.91321,27.19517,26.31903,25.31207,24.16597,22.89100,21.58869,20.41037,19.23886,17.98705,16.87119,15.85988,15.04107,14.45117,13.93460,13.50477,13.31713,13.27601,13.12997,13.18550,13.24728,13.19205,13.19178,13.17651,12.92534,12.62864,12.51022,12.07149,11.42121,10.63497,9.63842,8.52702,7.49500,6.53713,5.48641
1,0,504.80973,511.81853,513.09290,513.43887,514.88906,514.07253,514.98888,506.06397,480.92928,459.35760,437.31667,412.86471,387.91400,363.03284,337.49278,312.13019,288.91442,269.15284,252.86270,241.07998,234.31012,230.80501,229.01881,231.01919,234.22692,237.35653,240.84291,244.15176,245.64433,246.34651,245.17738,239.14566,228.38476,214.31646,198.98259,184.11948,170.50273,158.14362,146.58740,135.82209,125.66575,115.02387,104.49370,94.56120,85.47860,77.67043,71.52898,67.28115,65.15141,65.22543,67.40146,72.05059,78.63236,86.74933,96.20520,105.39254,114.00419,120.61598,123.29340,121.58969,115.61965,106.59423,95.70986,83.90149,72.74854,63.07106,55.75655,51.48658,50.45532,53.56209,60.80618,72.31798,88.30690,107.70682,129.55089,152.59776,175.24289,195.41103,210.13842,217.10688,214.82521,202.72498,182.07738,157.72532,130.87764,103.20609,79.41363,59.52015,43.92802,32.53479,24.74562,20.49958,18.32773,17.92287,18.89091,19.94170,20.88125,21.39342,21.12535,19.80507
1,0,324.33669,321.18082,316.58173,311.57147,304.96647,295.36270,285.06796,275.92335,265.54389,252.76552,235.73408,215.29548,195.46236,176.36165,158.99006,143.08852,128.55331,115.27289,103.08077,92.35466,83.39088,75.91050,69.78248,64.80968,60.86860,57.76906,55.10097,53.03531,51.13109,49.37795,47.65067,45.76425,43.82050,41.77236,39.66861,37.68667,35.75560,33.86358,32.17721,30.68118,29.16933,27.84210,26.71302,25.66922,24.70222,23.86051,23.07832,22.25499,21.44631,20.69145,19.99870,19.37891,18.82529,18.32130,17.91405,17.55436,17.27070,16.98596,16.62467,16.29144,15.95564,15.59253,15.21189,14.80713,14.42442,14.10216,13.78506,13.52549,13.25306,12.96176,12.64491,12.25773,11.80681,11.36200,10.92114,10.45802,10.00106,9.59878,9.28967,9.08610,8.97889,9.11750,9.47998,10.09608,10.95710,12.00456,13.27190,14.58480,15.74793,16.59224,17.07749,17.08588,16.50002,15.56608,14.34349,12.92608,11.45702,10.04882,8.76151,7.63437
1,0,720.01948,718.30124,716.37677,712.54764,704.84898,690.47898,667.17966,635.46702,598.69821,559.63414,518.13002,475.92231,436.64848,400.07034,364.84680,331.36764,301.05386,273.62364,248.43700,225.00292,203.88765,186.74783,172.66728,161.00723,150.31355,137.61383,124.04696,111.59202,101.19216,92.53681,85.33798,80.12302,76.83107,74.51075,73.14936,72.23852,71.54033,71.05276,70.14995,70.36229,72.08117,74.62757,78.84740,84.02421,89.27724,94.35166,99.37821,103.92569,105.12304,102.54114,100.81189,98.97659,96.65626,94.58530,93.26044,93.14987,92.59421,90.22114,86.20575,80.22998,72.84450,64.58240,55.67645,46.84587,38.60734,31.42807,25.65978,21.29320,18.38435,16.85721,16.56264,17.47267,19.52636,22.39254,25.88388,30.08968,34.21493,38.36788,42.61476,45.94923,47.37793,46.74678,45.19599,43.99368,42.13864,41.11306,41.73516,42.99388,44.77656,47.31563,50.74741,54.50345,57.18205,59.04462,59.40170,57.32417,53.71620,49.04519,43.62717,37.80792
1,0,809.39457,820.39836,821.32598,815.30956,804.03808,787.16117,765.51657,740.17343,711.70511,681.11164,649.72242,616.96679,583.85626,551.70799,520.10220,488.82510,461.38247,437.58909,417.96231,402.12210,388.52708,377.43021,368.72076,361.10835,353.00868,344.07649,334.38245,320.64396,303.73586,284.66605,265.06843,248.16907,234.00322,223.12560,215.79029,211.12983,208.08280,206.89262,207.69920,210.93419,216.81441,224.05641,229.96147,233.64806,232.65678,225.32080,212.57770,196.93084,180.38254,164.10307,149.00925,135.78210,124.75228,116.19229,110.10335,105.96495,103.70851,103.04065,102.16865,102.23049,102.78063,102.59327,101.34437,99.10044,95.26243,90.99199,86.75779,82.03288,76.91423,71.84801,67.24341,63.06177,59.20350,55.75829,52.58426,49.76114,46.86726,43.48175,39.81338,36.43164,33.46379,30.88119,28.75138,27.28283,26.63579,26.60488,27.02020,27.82234,29.04815,30.64719,32.17323,33.46130,34.74661,35.69492,35.38817,33.84280,31.37109,28.33192,25.09869,22.06059
1,0,588.57084,588.18228,588.38962,587.65061,583.77467,573.58999,557.58767,537.48355,514.62272,490.17841,465.79382,441.95619,419.37093,398.85569,379.19151,359.08585,337.24237,313.49706,289.37198,265.83981,243.25951,222.62645,205.15167,190.59949,178.80723,169.67333,163.14089,158.69529,154.33869,149.64406,144.21100,137.42432,129.75892,121.23292,112.42884,103.96664,95.96966,88.78410,82.24428,76.08946,70.34380,65.30661,61.21165,57.93284,55.34131,53.47795,52.17085,51.29494,50.73031,50.40044,50.25603,49.92491,49.39793,48.82782,48.14396,47.10512,46.08797,45.16014,44.30714,43.85234,43.31544,42.90068,42.86168,43.01261,43.25486,43.62484,44.02200,44.16145,43.90319,43.74669,43.35102,42.59927,41.97193,41.52582,40.73469,39.62802,38.55291,37.49015,36.20053,35.01745,34.18181,33.64761,33.48362,33.59100,34.09683,34.87060,35.39588,35.73639,35.88476,35.69821,35.15227,34.49155,33.72354,32.42041,30.51799,28.54105,26.61206,24.74841,22.92901,21.10952
